Player,Rk,G,Date,Age,Tm,Column1,OPP,2,GS,MP,FG,FGAVG,FGA,FGAAVG,FG%,FG%AVG,3P,3PAVG,3PA,3PAAVG,3P%,3P%AVG,FT,FTAVG,FTA,FTAAVG,FT%,FT%AVG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Bucket
Doncic,1.00,1.00,45224.00,24-239,DAL,@,SAS,W (+7),1.00,1.43,13.00,,25.00,,0.52,,3.00,,11.00,,0.27,,4.00,,7.00,,0.57,,1.00,12.00,13.00,10.00,2.00,0.00,4.00,1.00,33.00,28.40,4.00,7.00
Doncic,2.00,2.00,45226.00,24-241,DAL,,BRK,W (+5),1.00,1.50,16.00,,25.00,,0.64,,9.00,,14.00,,0.64,,8.00,,10.00,,0.80,,1.00,9.00,10.00,7.00,0.00,0.00,0.00,1.00,49.00,45.00,9.00,10.00
Doncic,3.00,3.00,45229.00,24-244,DAL,@,MEM,W (+15),1.00,1.67,11.00,14.50,22.00,25.00,0.50,0.58,6.00,6.00,12.00,12.50,0.50,0.46,7.00,6.00,10.00,8.50,0.70,0.69,0.00,12.00,12.00,12.00,1.00,1.00,6.00,4.00,35.00,28.90,6.00,7.00
Doncic,4.00,4.00,45231.00,24-246,DAL,,CHI,W (+9),1.00,1.67,5.00,13.50,16.00,23.50,0.31,0.57,1.00,7.50,8.00,13.00,0.13,0.57,7.00,7.50,9.00,10.00,0.78,0.75,0.00,7.00,7.00,10.00,2.00,1.00,6.00,2.00,18.00,13.00,11.00,4.00
Doncic,5.00,5.00,45233.00,24-248,DAL,@,DEN,L (-11),1.00,1.59,11.00,8.00,24.00,19.00,0.46,0.41,6.00,3.50,11.00,10.00,0.55,0.31,6.00,7.00,7.00,9.50,0.86,0.74,3.00,7.00,10.00,8.00,0.00,1.00,9.00,2.00,34.00,21.90,-4.00,7.00
Doncic,6.00,6.00,45235.00,24-250,DAL,,CHO,W (+6),1.00,1.52,8.00,8.00,19.00,20.00,0.42,0.39,1.00,3.50,9.00,9.50,0.11,0.34,6.00,6.50,7.00,8.00,0.86,0.82,1.00,11.00,12.00,9.00,0.00,1.00,4.00,3.00,23.00,18.30,3.00,5.00
Doncic,7.00,7.00,45236.00,24-251,DAL,@,ORL,W (+15),1.00,1.46,9.00,9.50,17.00,21.50,0.53,0.44,5.00,3.50,10.00,10.00,0.50,0.33,6.00,6.00,6.00,7.00,1.00,0.86,0.00,3.00,3.00,6.00,2.00,0.00,6.00,2.00,29.00,21.00,7.00,6.00
Doncic,8.00,8.00,45238.00,24-253,DAL,,TOR,L (-11),1.00,1.60,11.00,8.50,26.00,18.00,0.42,0.48,2.00,3.00,10.00,9.50,0.20,0.31,7.00,6.00,10.00,6.50,0.70,0.93,0.00,7.00,7.00,8.00,4.00,1.00,4.00,3.00,31.00,23.20,-7.00,7.00
Doncic,9.00,9.00,45240.00,24-255,DAL,,LAC,W (+18),1.00,1.32,17.00,10.00,21.00,21.50,0.81,0.48,6.00,3.50,9.00,10.00,0.67,0.35,4.00,6.50,4.00,8.00,1.00,0.85,0.00,6.00,6.00,6.00,1.00,0.00,1.00,1.00,44.00,41.70,32.00,9.00
Doncic,10.00,10.00,45242.00,24-257,DAL,@,NOP,W (+12),1.00,1.17,11.00,14.00,18.00,23.50,0.61,0.62,4.00,4.00,9.00,9.50,0.44,0.43,4.00,5.50,5.00,7.00,0.80,0.85,0.00,4.00,4.00,9.00,1.00,0.00,2.00,0.00,30.00,27.90,14.00,6.00
Doncic,11.00,11.00,45244.00,24-259,DAL,@,NOP,L (-21),1.00,1.09,5.00,14.00,16.00,19.50,0.31,0.71,3.00,5.00,5.00,9.00,0.60,0.56,3.00,4.00,5.00,4.50,0.60,0.90,1.00,1.00,2.00,2.00,0.00,0.00,8.00,0.00,16.00,0.40,-26.00,4.00
Doncic,12.00,12.00,45245.00,24-260,DAL,@,WAS,W (+13),1.00,1.35,7.00,8.00,18.00,17.00,0.39,0.46,4.00,3.50,11.00,7.00,0.36,0.52,8.00,3.50,12.00,5.00,0.67,0.70,1.00,6.00,7.00,10.00,0.00,0.00,3.00,2.00,26.00,20.30,12.00,6.00
Doncic,13.00,13.00,45248.00,24-263,DAL,@,MIL,L (-7),1.00,1.47,15.00,6.00,26.00,17.00,0.58,0.35,4.00,3.50,9.00,8.00,0.44,0.48,1.00,5.50,4.00,8.50,0.25,0.63,1.00,8.00,9.00,9.00,0.00,0.00,3.00,1.00,35.00,27.60,-17.00,7.00
Doncic,14.00,14.00,45249.00,24-264,DAL,,SAC,L (-16),1.00,1.32,7.00,11.00,19.00,22.00,0.37,0.48,3.00,4.00,7.00,10.00,0.43,0.40,8.00,4.50,10.00,8.00,0.80,0.46,1.00,9.00,10.00,7.00,3.00,0.00,2.00,0.00,25.00,23.00,-14.00,5.00
Doncic,15.00,15.00,45252.00,24-267,DAL,@,LAL,W (+3),1.00,1.61,10.00,11.00,26.00,22.50,0.39,0.47,3.00,3.50,12.00,8.00,0.25,0.44,7.00,4.50,8.00,7.00,0.88,0.53,0.00,12.00,12.00,8.00,2.00,0.00,0.00,2.00,30.00,25.80,-11.00,6.00
Doncic,16.00,16.00,45255.00,24-270,DAL,@,LAC,L (-19),1.00,1.59,12.00,8.50,27.00,22.50,0.44,0.38,1.00,3.00,8.00,9.50,0.13,0.34,5.00,7.50,5.00,9.00,1.00,0.84,0.00,3.00,3.00,4.00,2.00,2.00,4.00,4.00,30.00,17.40,-14.00,6.00
Doncic,17.00,17.00,45258.00,24-273,DAL,,HOU,W (+6),1.00,1.58,15.00,11.00,29.00,26.50,0.52,0.41,3.00,2.00,10.00,10.00,0.30,0.19,8.00,6.00,9.00,6.50,0.89,0.94,0.00,9.00,9.00,9.00,2.00,0.00,0.00,3.00,41.00,36.10,12.00,9.00
Doncic,19.00,18.00,45262.00,24-277,DAL,,OKC,L (-6),1.00,1.92,11.00,13.50,22.00,28.00,0.50,0.48,5.00,2.00,13.00,9.00,0.39,0.21,9.00,6.50,14.00,7.00,0.64,0.94,2.00,13.00,15.00,18.00,2.00,2.00,7.00,2.00,36.00,36.50,-7.00,8.00
Doncic,20.00,19.00,45266.00,24-281,DAL,,UTA,W (+50),1.00,1.33,14.00,13.00,25.00,25.50,0.56,0.51,6.00,4.00,12.00,11.50,0.50,0.34,6.00,8.50,8.00,11.50,0.75,0.77,2.00,8.00,10.00,11.00,1.00,0.00,4.00,2.00,40.00,35.00,34.00,8.00
Doncic,21.00,20.00,45268.00,24-283,DAL,@,POR,W (+13),1.00,1.71,11.00,12.50,28.00,23.50,0.39,0.53,3.00,5.50,14.00,12.50,0.21,0.44,7.00,7.50,8.00,11.00,0.88,0.70,0.00,6.00,6.00,10.00,1.00,1.00,5.00,1.00,32.00,21.50,13.00,7.00
Doncic,22.00,21.00,45271.00,24-286,DAL,@,MEM,W (+7),1.00,1.83,9.00,12.50,21.00,26.50,0.43,0.48,5.00,4.50,10.00,13.00,0.50,0.36,12.00,6.50,13.00,8.00,0.92,0.81,0.00,8.00,8.00,6.00,2.00,2.00,3.00,3.00,35.00,29.30,3.00,7.00
Doncic,23.00,22.00,45272.00,24-287,DAL,,LAL,W (+2),1.00,1.81,12.00,10.00,28.00,24.50,0.43,0.41,3.00,4.00,10.00,12.00,0.30,0.36,6.00,9.50,6.00,10.50,1.00,0.90,0.00,6.00,6.00,17.00,1.00,0.00,4.00,0.00,33.00,28.90,10.00,7.00
Doncic,24.00,23.00,45274.00,24-289,DAL,,MIN,L (-18),1.00,1.64,15.00,10.50,27.00,24.50,0.56,0.43,2.00,4.00,7.00,10.00,0.29,0.40,7.00,9.00,7.00,9.50,1.00,0.96,1.00,5.00,6.00,13.00,2.00,0.00,8.00,2.00,39.00,30.60,-12.00,8.00
Doncic,25.00,24.00,45276.00,24-291,DAL,@,POR,W (+11),1.00,1.56,15.00,13.50,28.00,27.50,0.54,0.49,4.00,2.50,12.00,8.50,0.33,0.29,6.00,6.50,6.00,6.50,1.00,1.00,2.00,10.00,12.00,10.00,1.00,0.00,4.00,3.00,40.00,33.60,-4.00,8.00
Doncic,26.00,25.00,45278.00,24-293,DAL,@,DEN,L (-26),1.00,1.52,13.00,15.00,24.00,27.50,0.54,0.55,6.00,3.00,12.00,9.50,0.50,0.31,6.00,6.50,10.00,6.50,0.60,1.00,3.00,8.00,11.00,8.00,0.00,0.00,3.00,1.00,38.00,31.50,-29.00,8.00
Doncic,27.00,26.00,45280.00,24-295,DAL,,LAC,L (-9),1.00,1.85,9.00,14.00,25.00,26.00,0.36,0.54,2.00,5.00,11.00,12.00,0.18,0.42,8.00,6.00,14.00,8.00,0.57,0.80,1.00,8.00,9.00,10.00,1.00,0.00,5.00,1.00,28.00,17.40,-4.00,6.00
Doncic,29.00,27.00,45283.00,24-298,DAL,,SAS,W (+25),1.00,1.32,13.00,11.00,27.00,24.50,0.48,0.45,5.00,4.00,10.00,11.50,0.50,0.34,8.00,7.00,11.00,12.00,0.73,0.59,2.00,10.00,12.00,10.00,1.00,1.00,2.00,1.00,39.00,34.80,37.00,8.00
Doncic,30.00,28.00,45285.00,24-300,DAL,@,PHO,W (+14),1.00,1.81,15.00,11.00,25.00,26.00,0.60,0.42,8.00,3.50,16.00,10.50,0.50,0.34,12.00,8.00,12.00,12.50,1.00,0.65,1.00,5.00,6.00,15.00,4.00,3.00,4.00,2.00,50.00,52.50,16.00,10.00
Doncic,31.00,29.00,45287.00,24-302,DAL,,CLE,L (-3),1.00,1.53,14.00,14.00,29.00,26.00,0.48,0.54,3.00,6.50,10.00,13.00,0.30,0.50,8.00,10.00,10.00,11.50,0.80,0.86,0.00,7.00,7.00,6.00,2.00,2.00,5.00,0.00,39.00,28.20,-9.00,8.00
Doncic,33.00,30.00,45290.00,24-305,DAL,@,GSW,W (+10),1.00,1.56,14.00,14.50,29.00,27.00,0.48,0.54,5.00,5.50,13.00,13.00,0.39,0.40,6.00,10.00,7.00,11.00,0.86,0.90,0.00,8.00,8.00,10.00,1.00,1.00,4.00,3.00,39.00,29.80,9.00,8.00
Doncic,34.00,31.00,45292.00,24-307,DAL,@,UTA,L (-37),1.00,1.41,6.00,14.00,20.00,29.00,0.30,0.48,3.00,4.00,13.00,11.50,0.23,0.34,4.00,7.00,6.00,8.50,0.67,0.83,0.00,6.00,6.00,14.00,1.00,0.00,4.00,1.00,19.00,14.80,-17.00,4.00
Doncic,35.00,32.00,45294.00,24-309,DAL,,POR,W (+29),1.00,1.27,13.00,10.00,21.00,24.50,0.62,0.39,4.00,4.00,7.00,13.00,0.57,0.31,11.00,5.00,14.00,6.50,0.79,0.76,0.00,6.00,6.00,5.00,1.00,0.00,4.00,1.00,41.00,32.20,23.00,9.00
Doncic,37.00,33.00,45298.00,24-313,DAL,,MIN,W (+7),1.00,1.64,12.00,9.50,26.00,20.50,0.46,0.46,5.00,3.50,12.00,10.00,0.42,0.40,5.00,7.50,8.00,10.00,0.63,0.73,0.00,6.00,6.00,8.00,1.00,0.00,3.00,3.00,34.00,23.60,5.00,7.00
Doncic,38.00,34.00,45300.00,24-315,DAL,,MEM,L (-17),1.00,1.50,9.00,12.50,21.00,23.50,0.43,0.54,2.00,4.50,8.00,9.50,0.25,0.49,11.00,8.00,15.00,11.00,0.73,0.71,0.00,6.00,6.00,6.00,3.00,0.00,3.00,1.00,31.00,23.90,-14.00,7.00
Doncic,42.00,35.00,45308.00,24-323,DAL,@,LAL,L (-17),1.00,1.51,12.00,10.50,24.00,23.50,0.50,0.45,2.00,3.50,9.00,10.00,0.22,0.33,7.00,8.00,9.00,11.50,0.78,0.68,0.00,13.00,13.00,10.00,2.00,2.00,4.00,2.00,33.00,29.70,-15.00,7.00
Doncic,43.00,36.00,45313.00,24-328,DAL,,BOS,L (-9),1.00,1.65,12.00,10.50,30.00,22.50,0.40,0.46,2.00,2.00,8.00,8.50,0.25,0.24,7.00,9.00,11.00,12.00,0.64,0.76,5.00,13.00,18.00,13.00,2.00,0.00,3.00,5.00,33.00,28.70,-13.00,7.00
Doncic,44.00,37.00,45315.00,24-330,DAL,,PHO,L (-23),1.00,1.61,11.00,12.00,24.00,27.00,0.46,0.45,4.00,2.00,11.00,8.50,0.36,0.24,8.00,7.00,12.00,10.00,0.67,0.71,1.00,7.00,8.00,9.00,1.00,2.00,5.00,1.00,34.00,26.10,-22.00,7.00
Doncic,45.00,38.00,45317.00,24-332,DAL,@,ATL,W (+5),1.00,1.86,25.00,11.50,33.00,27.00,0.76,0.43,8.00,3.00,13.00,9.50,0.62,0.31,15.00,7.50,16.00,11.50,0.94,0.65,0.00,10.00,10.00,7.00,1.00,0.00,4.00,1.00,73.00,64.00,13.00,15.00
Doncic,46.00,39.00,45318.00,24-333,DAL,,SAC,L (-5),1.00,1.92,9.00,18.00,26.00,28.50,0.35,0.61,1.00,6.00,9.00,12.00,0.11,0.49,9.00,11.50,12.00,14.00,0.75,0.80,2.00,8.00,10.00,17.00,2.00,1.00,3.00,3.00,28.00,26.40,2.00,6.00
Doncic,47.00,40.00,45320.00,24-335,DAL,,ORL,W (+2),1.00,1.79,12.00,17.00,23.00,29.50,0.52,0.55,3.00,4.50,8.00,11.00,0.38,0.36,18.00,12.00,21.00,14.00,0.86,0.84,0.00,9.00,9.00,15.00,2.00,0.00,4.00,4.00,45.00,42.10,3.00,9.00
Doncic,49.00,41.00,45325.00,24-340,DAL,,MIL,L (-12),1.00,1.77,13.00,10.50,26.00,24.50,0.50,0.43,4.00,2.00,12.00,8.50,0.33,0.24,10.00,13.50,11.00,16.50,0.91,0.80,1.00,8.00,9.00,11.00,1.00,0.00,9.00,4.00,40.00,27.80,-12.00,8.00
Doncic,50.00,42.00,45327.00,24-342,DAL,@,PHI,W (+16),1.00,1.48,6.00,12.50,15.00,24.50,0.40,0.51,4.00,3.50,10.00,10.00,0.40,0.35,3.00,14.00,5.00,16.00,0.60,0.88,0.00,8.00,8.00,3.00,1.00,0.00,3.00,3.00,19.00,11.40,17.00,4.00
Doncic,51.00,43.00,45328.00,24-343,DAL,@,BRK,W (+12),1.00,1.79,13.00,9.50,27.00,20.50,0.48,0.45,4.00,4.00,11.00,11.00,0.36,0.37,5.00,6.50,10.00,8.00,0.50,0.75,1.00,17.00,18.00,9.00,2.00,1.00,1.00,3.00,35.00,31.90,6.00,7.00
Doncic,52.00,44.00,45330.00,24-345,DAL,@,NYK,W (+14),1.00,1.67,13.00,9.50,24.00,21.00,0.54,0.44,7.00,4.00,14.00,10.50,0.50,0.38,6.00,4.00,7.00,7.50,0.86,0.55,0.00,8.00,8.00,11.00,4.00,1.00,3.00,1.00,39.00,38.40,18.00,8.00
Doncic,53.00,45.00,45332.00,24-347,DAL,,OKC,W (+35),1.00,1.30,9.00,13.00,14.00,25.50,0.64,0.51,4.00,5.50,8.00,12.50,0.50,0.43,10.00,5.50,13.00,8.50,0.77,0.68,0.00,8.00,8.00,9.00,0.00,0.00,3.00,3.00,32.00,29.10,18.00,7.00
Doncic,54.00,46.00,45334.00,24-349,DAL,,WAS,W (+8),1.00,1.55,8.00,11.00,16.00,19.00,0.50,0.59,2.00,5.50,7.00,11.00,0.29,0.50,8.00,8.00,11.00,10.00,0.73,0.81,1.00,10.00,11.00,15.00,1.00,2.00,5.00,3.00,26.00,27.20,19.00,6.00
Doncic,55.00,47.00,45336.00,24-351,DAL,,SAS,W (+23),1.00,1.30,11.00,8.50,20.00,15.00,0.55,0.57,1.00,3.00,8.00,7.50,0.13,0.39,4.00,9.00,4.00,12.00,1.00,0.75,0.00,9.00,9.00,8.00,2.00,1.00,5.00,2.00,27.00,22.60,25.00,6.00
Doncic,56.00,48.00,45344.00,24-359,DAL,,PHO,W (+10),1.00,1.59,14.00,9.50,27.00,18.00,0.52,0.53,6.00,1.50,11.00,7.50,0.55,0.21,7.00,6.00,7.00,7.50,1.00,0.86,0.00,9.00,9.00,11.00,3.00,0.00,3.00,4.00,41.00,36.50,9.00,9.00
Doncic,57.00,49.00,45347.00,24-362,DAL,@,IND,L (-22),1.00,1.38,10.00,12.50,21.00,23.50,0.48,0.53,4.00,3.50,8.00,9.50,0.50,0.34,9.00,5.50,12.00,5.50,0.75,1.00,1.00,5.00,6.00,6.00,1.00,2.00,3.00,4.00,33.00,25.30,-13.00,7.00
Doncic,58.00,50.00,45349.00,24-364,DAL,@,CLE,L (-2),1.00,1.72,17.00,12.00,29.00,24.00,0.59,0.50,6.00,5.00,11.00,9.50,0.55,0.52,5.00,8.00,5.00,9.50,1.00,0.88,0.00,9.00,9.00,14.00,3.00,0.00,1.00,1.00,45.00,45.60,13.00,9.00
Doncic,59.00,51.00,45350.00,25-000,DAL,@,TOR,W (+11),1.00,1.48,11.00,13.50,23.00,25.00,0.48,0.53,1.00,5.00,8.00,9.50,0.13,0.52,7.00,7.00,9.00,8.50,0.78,0.88,1.00,11.00,12.00,16.00,2.00,0.00,5.00,3.00,30.00,28.50,11.00,6.00
Doncic,60.00,52.00,45352.00,25-002,DAL,@,BOS,L (-28),1.00,1.52,14.00,14.00,25.00,26.00,0.56,0.53,3.00,3.50,9.00,9.50,0.33,0.34,6.00,6.00,8.00,7.00,0.75,0.89,3.00,9.00,12.00,11.00,0.00,0.00,2.00,3.00,37.00,33.60,-20.00,8.00
Doncic,61.00,53.00,45354.00,25-004,DAL,,PHI,L (-4),1.00,1.68,14.00,12.50,27.00,24.00,0.52,0.52,4.00,2.00,10.00,8.50,0.40,0.23,6.00,6.50,6.00,8.50,1.00,0.76,2.00,9.00,11.00,10.00,1.00,0.00,7.00,2.00,38.00,29.00,9.00,8.00
Doncic,62.00,54.00,45356.00,25-006,DAL,,IND,L (-17),1.00,1.78,15.00,14.00,30.00,26.00,0.50,0.54,4.00,3.50,13.00,9.50,0.31,0.37,5.00,6.00,6.00,7.00,0.83,0.88,0.00,10.00,10.00,11.00,0.00,0.00,5.00,4.00,39.00,27.70,-18.00,8.00
Doncic,63.00,55.00,45358.00,25-008,DAL,,MIA,W (+6),1.00,1.65,12.00,14.50,24.00,28.50,0.50,0.51,7.00,4.00,13.00,11.50,0.54,0.35,4.00,5.50,4.00,6.00,1.00,0.92,0.00,11.00,11.00,11.00,1.00,0.00,4.00,2.00,35.00,30.20,11.00,7.00
Doncic,64.00,56.00,45360.00,25-010,DAL,@,DET,W (+18),1.00,1.53,13.00,13.50,24.00,27.00,0.54,0.50,4.00,5.50,13.00,13.00,0.31,0.42,9.00,4.50,10.00,5.00,0.90,0.92,0.00,10.00,10.00,10.00,3.00,2.00,6.00,1.00,39.00,35.00,13.00,8.00
Doncic,65.00,57.00,45362.00,25-012,DAL,@,CHI,W (+35),1.00,1.40,9.00,12.50,23.00,24.00,0.39,0.52,6.00,5.50,15.00,13.00,0.40,0.42,3.00,6.50,4.00,7.00,0.75,0.95,2.00,10.00,12.00,14.00,1.00,0.00,2.00,2.00,27.00,26.50,34.00,6.00
Doncic,66.00,58.00,45364.00,25-014,DAL,,GSW,W (+10),1.00,1.23,7.00,11.00,18.00,23.50,0.39,0.47,1.00,5.00,6.00,14.00,0.17,0.35,6.00,6.00,8.00,7.00,0.75,0.83,1.00,2.00,3.00,9.00,0.00,0.00,6.00,0.00,21.00,12.00,14.00,5.00
Doncic,68.00,59.00,45368.00,25-018,DAL,,DEN,W (+2),1.00,1.67,12.00,8.00,27.00,20.50,0.44,0.39,5.00,3.50,11.00,10.50,0.46,0.28,8.00,4.50,10.00,6.00,0.80,0.75,4.00,6.00,10.00,3.00,2.00,0.00,3.00,3.00,37.00,26.60,-1.00,8.00
Doncic,69.00,60.00,45370.00,25-020,DAL,@,SAS,W (+6),1.00,1.68,6.00,9.50,27.00,22.50,0.22,0.42,2.00,3.00,12.00,8.50,0.17,0.31,4.00,7.00,5.00,9.00,0.80,0.78,0.00,10.00,10.00,16.00,1.00,0.00,4.00,0.00,18.00,12.30,5.00,4.00
Doncic,70.00,61.00,45372.00,25-022,DAL,,UTA,W (+16),1.00,1.44,11.00,9.00,23.00,27.00,0.48,0.33,4.00,3.50,10.00,11.50,0.40,0.31,8.00,6.00,12.00,7.50,0.67,0.80,1.00,8.00,9.00,8.00,4.00,0.00,4.00,2.00,34.00,28.60,-3.00,7.00
Gilgeous-Alexander,1,1,10/25/2023,25-105,OKC,@,CHI,W (+20),1,36:01,12,,18,,0.67,,2,,5,,0.4,,5,,5,,1,,0,5,5,10,1,2,1,0,31,33.1,+19,7.00
Gilgeous-Alexander,2,2,10/27/2023,25-107,OKC,@,CLE,W (+3),1,35:57,15,,26,,0.58,,2,,2,,1,,2,,2,,1,,1,10,11,4,5,1,5,2,34,28.2,+4,7.00
Gilgeous-Alexander,3,3,10/29/2023,25-109,OKC,,DEN,L (-33),1,28:19,2,13.5,16,22.00,0.13,0.62,0.00,2,4,3.5,0,0.7,3,3.5,4,3.5,0.75,1,1,3,4,7,1,0,0,2,7,2.9,-22,2.00
Gilgeous-Alexander,4,4,10/30/2023,25-110,OKC,,DET,W (+12),1,32:52,11,8.5,23,21.00,0.48,0.35,1.00,1,3,3,0.333,0.5,9,2.5,9,3,1,0.875,1,8,9,4,3,0,5,2,32,23.4,+17,7.00
Gilgeous-Alexander,5,5,11/1/2023,25-112,OKC,,NOP,L (-4),1,38:05,8,6.5,20,19.50,0.40,0.30,0.00,0.5,5,3.5,0,0.1665,4,6,5,6.5,0.8,0.875,0,5,5,8,3,0,2,2,20,16.1,+3,4.00
Gilgeous-Alexander,7,6,11/6/2023,25-117,OKC,,ATL,W (+9),1,37:27,11,9.5,20,21.50,0.55,0.44,3.00,0.5,7,4,0.429,0.1665,5,6.5,6,7,0.833,0.9,1,7,8,6,1,0,2,5,30,24.0,+14,6.00
Gilgeous-Alexander,8,7,11/8/2023,25-119,OKC,,CLE,W (+8),1,37:36,15,9.5,22,20.00,0.68,0.48,1.00,1.5,2,6,0.5,0.2145,12,4.5,13,5.5,0.923,0.8165,2,5,7,6,2,1,3,3,43,38.8,+10,9.00
Gilgeous-Alexander,9,8,11/10/2023,25-121,OKC,@,SAC,L (-7),1,37:41,14,13,25,21.00,0.56,0.62,0.00,2,2,4.5,0,0.4645,5,8.5,6,9.5,0.833,0.878,0,7,7,5,2,2,2,1,33,27.3,-3,7.00
Gilgeous-Alexander,10,9,11/12/2023,25-123,OKC,@,PHO,W (+12),1,36:50,13,14.5,22,23.50,0.59,0.62,2.00,0.5,5,2,0.4,0.25,7,8.5,8,9.5,0.875,0.878,0,7,7,4,1,1,1,3,35,28.8,+7,7.00
Gilgeous-Alexander,11,10,11/14/2023,25-125,OKC,,SAS,W (+36),1,28:04,10,13.5,16,23.50,0.63,0.58,1.00,1,4,3.5,0.25,0.2,7,6,7,7,1,0.854,1,5,6,5,7,0,2,2,28,30.7,+25,6.00
Gilgeous-Alexander,12,11,11/16/2023,25-127,OKC,@,GSW,W (+19),1,29:16,6,11.5,21,19.00,0.29,0.61,3.00,1.5,7,4.5,0.429,0.325,9,7,9,7.5,1,0.9375,1,1,2,7,3,1,2,4,24,17.7,+12,5.00
Gilgeous-Alexander,13,12,11/18/2023,25-129,OKC,@,GSW,W (+7),1,40:41,18,8,29,18.50,0.62,0.46,2.00,2,3,5.5,0.667,0.3395,2,8,2,8,1,1,1,6,7,6,2,2,3,1,40,33.6,+7,8.00
Gilgeous-Alexander,14,13,11/19/2023,25-130,OKC,@,POR,W (+43),1,22:31,10,12,13,25.00,0.77,0.45,1.00,2.5,1,5,1,0.548,7,5.5,7,5.5,1,1,0,3,3,4,1,0,3,2,28,23.8,+26,6.00
Gilgeous-Alexander,15,14,11/22/2023,25-133,OKC,,CHI,W (+14),1,36:43,11,14,19,21.00,0.58,0.70,1.00,1.5,3,2,0.333,0.8335,17,4.5,18,4.5,0.944,1,1,4,5,12,1,3,2,2,40,41.3,+16,8.00
Gilgeous-Alexander,16,15,11/25/2023,25-136,OKC,,PHI,L (-4),1,36:11,10,10.5,21,16.00,0.48,0.67,1.00,1,2,2,0.5,0.6665,10,12,10,12.5,1,0.972,3,3,6,5,2,0,1,3,31,26.6,+1,7.00
Gilgeous-Alexander,17,16,11/28/2023,25-139,OKC,@,MIN,L (-3),1,33:59,13,10.5,22,20.00,0.59,0.53,0.00,1,1,2.5,0,0.4165,6,13.5,6,14,1,0.972,1,3,4,4,3,2,3,2,32,26.8,+4,7.00
Gilgeous-Alexander,18,17,11/30/2023,25-141,OKC,,LAL,W (+23),1,34:56,11,11.5,18,21.50,0.61,0.53,1.00,0.5,4,1.5,0.25,0.25,10,8,10,8,1,1,0,4,4,7,1,0,0,4,33,30.3,+15,7.00
Gilgeous-Alexander,19,18,12/2/2023,25-143,OKC,@,DAL,W (+6),1,38:33,6,12,13,20.00,0.46,0.60,2.00,0.5,3,2.5,0.667,0.125,3,8,4,8,0.75,1,1,2,3,9,5,1,2,4,17,19.6,+8,4.00
Gilgeous-Alexander,20,19,12/6/2023,25-147,OKC,@,HOU,L (-9),1,36:58,13,8.5,18,15.50,0.72,0.54,0.00,1.5,0,3.5,0,0.4585,7,6.5,9,7,0.778,0.875,0,3,3,6,6,1,2,4,33,33.0,-6,7.00
Gilgeous-Alexander,21,20,12/8/2023,25-149,OKC,,GSW,W (+2),1,42:20,15,9.5,30,15.50,0.50,0.59,0.00,1,3,1.5,0,0.3335,8,5,11,6.5,0.727,0.764,3,2,5,5,5,1,0,4,38,32.1,+11,8.00
Gilgeous-Alexander,22,21,12/11/2023,25-152,OKC,,UTA,W (+14),1,27:57,12,14,17,24.00,0.71,0.61,0.00,0,1,1.5,0,0,6,7.5,6,10,1,0.7525,1,3,4,7,3,0,1,1,30,31.0,+35,6.00
Gilgeous-Alexander,23,22,12/14/2023,25-155,OKC,@,SAC,L (-5),1,38:12,13,13.5,27,23.50,0.48,0.60,1.00,0,5,2,0.2,0,16,7,18,8.5,0.889,0.8635,2,4,6,9,2,0,3,2,43,35.6,+3,9.00
Gilgeous-Alexander,24,23,12/16/2023,25-157,OKC,@,DEN,W (+1),1,36:55,9,12.5,20,22.00,0.45,0.59,0.00,0.5,2,3,0,0.1,7,11,8,12,0.875,0.9445,0,6,6,8,2,0,2,1,25,21.2,+3,5.00
Gilgeous-Alexander,25,24,12/18/2023,25-159,OKC,,MEM,W (+19),1,28:24,8,11,18,23.50,0.44,0.47,1.00,0.5,3,3.5,0.333,0.1,13,11.5,14,13,0.929,0.882,0,9,9,5,4,0,2,4,30,26.8,+30,6.00
Gilgeous-Alexander,26,25,12/21/2023,25-162,OKC,,LAC,W (+19),1,32:08,11,8.5,25,19.00,0.44,0.45,1.00,0.5,6,2.5,0.167,0.1665,8,10,9,11,0.889,0.902,2,6,8,4,4,2,1,0,31,27.9,+9,7.00
Gilgeous-Alexander,27,26,12/23/2023,25-164,OKC,,LAL,L (-9),1,38:15,12,9.5,21,21.50,0.57,0.44,1.00,1,5,4.5,0.2,0.25,9,10.5,10,11.5,0.9,0.909,1,4,5,7,3,0,3,2,34,29.7,-6,7.00
Gilgeous-Alexander,28,27,12/26/2023,25-167,OKC,,MIN,W (+23),1,33:26,14,11.5,19,23.00,0.74,0.51,0.00,1,3,5.5,0,0.1835,6,8.5,7,9.5,0.857,0.8945,0,6,6,9,2,1,3,3,34,32.5,+16,7.00
Gilgeous-Alexander,29,28,12/27/2023,25-168,OKC,,NYK,W (+9),1,36:22,13,13,23,20.00,0.57,0.65,2.00,0.5,5,4,0.4,0.1,8,7.5,9,8.5,0.889,0.8785,1,6,7,8,2,2,1,0,36,35.2,+12,8.00
Gilgeous-Alexander,30,29,12/29/2023,25-170,OKC,@,DEN,W (+26),1,33:23,14,13.5,20,21.00,0.70,0.65,2.00,1,3,4,0.667,0.2,10,7,10,8,1,0.873,0,4,4,3,2,1,1,3,40,35.4,+21,8.00
